Log created at 17:38:42 08/01/2017
Use Options|Set template for new log to modify this template.
------------------------------------------------------
Bean/Blend name:

Profile description:

Roast notes:

Cupping results:

Roast Logger Copyright (c) Tom Coxon (GreenBean TMC).
Roast started at 17:38:48 08/01/2017
Elapsed time , T1 , T2 , Event type
Heat , Fan
00:00,79.6,72.9,Beans loaded
100,0
00:05,79.7,73.0,timer
100,0
00:10,79.6,73.0,timer
100,0
00:15,79.5,73.0,timer
100,0
00:20,79.5,73.1,timer
100,0
00:25,80.4,73.3,timer
100,0
00:30,84.9,73.3,timer
100,0
00:35,86.9,73.4,timer
100,0
00:40,88.2,73.4,timer
100,0
00:45,89.3,73.5,timer
100,0
00:50,89.3,73.5,timer
100,0
00:55,88.8,73.7,timer
100,0
01:00,88.2,73.8,timer
100,0
01:05,87.4,74.2,timer
100,0
01:10,86.3,75.4,timer
100,0
01:15,85.7,76.4,timer
100,0
01:20,84.6,77.0,timer
100,0
01:25,83.8,77.7,timer
100,0
01:30,82.7,77.6,timer
100,0
01:35,82.1,77.4,timer
100,0
01:40,81.6,77.1,timer
100,0
01:45,81.3,77.0,timer
100,0
01:50,80.9,76.8,timer
100,0
01:55,80.5,76.6,timer
100,0
02:00,80.2,76.5,timer
100,0
02:05,80.1,96.7,timer
100,0
02:10,80.1,121.6,timer
100,0
02:15,80.1,137.0,timer
100,0
02:20,80.1,153.6,timer
100,0
02:25,80.1,159.8,timer
100,0
02:30,80.0,159.9,timer
100,0
02:35,80.1,159.9,timer
100,0
02:40,80.1,158.6,timer
100,0
02:45,80.2,147.6,timer
100,0
02:50,80.2,121.0,timer
100,0
02:55,80.3,106.5,timer
100,0
03:00,80.5,99.5,timer
100,0
03:05,80.1,95.5,timer
100,0
03:10,78.9,92.6,timer
100,0
03:15,127.8,89.9,timer
100,30
03:20,146.4,88.2,timer
100,30
03:25,155.8,86.7,timer
100,30
03:30,162.7,85.4,timer
100,30
03:35,166.9,84.3,timer
100,30
03:40,167.9,83.4,timer
100,30
03:45,166.0,82.5,timer
100,30
03:50,167.0,81.7,timer
100,30
03:55,167.0,81.2,timer
100,30
04:00,167.1,80.6,timer
100,30
04:05,166.3,80.1,timer
100,30
04:10,138.9,79.7,timer
100,30
04:15,115.4,79.2,timer
100,30
04:20,109.6,78.7,timer
100,30
04:25,104.4,78.2,timer
100,30
04:30,101.1,77.9,timer
100,30
04:35,98.5,77.5,timer
100,30
04:40,97.0,77.0,timer
100,30
04:45,95.7,76.7,timer
100,30
04:50,94.6,76.3,timer
100,30
04:55,93.5,76.0,timer
100,30
